Z Massive Valid Company 0007,00000007,1000000007,LTD,Liquidation,08/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0008,00000008,1000000008,LTD,Active,09/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0009,00000009,1000000009,PLC,Dormant,10/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0010,00000010,1000000010,LTD,Administration,11/11/2025,x,,,,,,,,,,Qualified,Qualified reason for company 10
Z Massive Valid Company 0011,00000011,1000000011,LTD,Liquidation,12/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0012,00000012,1000000012,PLC,Active,13/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0013,00000013,1000000013,LTD,Dormant,14/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0014,00000014,1000000014,LTD,Administration,15/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0015,00000015,1000000015,PLC,Liquidation,16/04/2025,x,,,,,,,,,,Qualified,Qualified reason for company 15
Z Massive Valid Company 0016,00000016,1000000016,LTD,Active,17/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0017,00000017,1000000017,LTD,Dormant,18/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0018,00000018,1000000018,PLC,Administration,19/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0019,00000019,1000000019,LTD,Liquidation,20/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0020,00000020,1000000020,LTD,Active,21/09/2025,x,,,,,,,,,,Qualified,Qualified reason for company 20
Z Massive Valid Company 0021,00000021,1000000021,PLC,Dormant,22/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0022,00000022,1000000022,LTD,Administration,23/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0023,00000023,1000000023,LTD,Liquidation,24/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0024,00000024,1000000024,PLC,Active,25/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0025,00000025,1000000025,LTD,Dormant,26/02/2025,x,,,,,,,,,,Qualified,Qualified reason for company 25
Z Massive Valid Company 0026,00000026,1000000026,LTD,Administration,27/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0027,00000027,1000000027,PLC,Liquidation,28/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0028,00000028,1000000028,LTD,Active,01/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0029,00000029,1000000029,LTD,Dormant,02/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0030,00000030,1000000030,PLC,Administration,03/07/2025,x,,,,,,,,,,Qualified,Qualified reason for company 30
Z Massive Valid Company 0031,00000031,1000000031,LTD,Liquidation,04/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0032,00000032,1000000032,LTD,Active,05/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0033,00000033,1000000033,PLC,Dormant,06/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0034,00000034,1000000034,LTD,Administration,07/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0035,00000035,1000000035,LTD,Liquidation,08/12/2025,x,,,,,,,,,,Qualified,Qualified reason for company 35
Z Massive Valid Company 0036,00000036,1000000036,PLC,Active,09/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0037,00000037,1000000037,LTD,Dormant,10/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0038,00000038,1000000038,LTD,Administration,11/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0039,00000039,1000000039,PLC,Liquidation,12/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0040,00000040,1000000040,LTD,Active,13/05/2025,x,,,,,,,,,,Qualified,Qualified reason for company 40
Z Massive Valid Company 0041,00000041,1000000041,LTD,Dormant,14/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0042,00000042,1000000042,PLC,Administration,15/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0043,00000043,1000000043,LTD,Liquidation,16/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0044,00000044,1000000044,LTD,Active,17/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0045,00000045,1000000045,PLC,Dormant,18/10/2025,x,,,,,,,,,,Qualified,Qualified reason for company 45
Z Massive Valid Company 0046,00000046,1000000046,LTD,Administration,19/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0047,00000047,1000000047,LTD,Liquidation,20/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0048,00000048,1000000048,PLC,Active,21/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0049,00000049,1000000049,LTD,Dormant,22/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0050,00000050,1000000050,LTD,Administration,23/03/2025,x,,,,,,,,,,Qualified,Qualified reason for company 50
Z Massive Valid Company 0051,00000051,1000000051,PLC,Liquidation,24/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0052,00000052,1000000052,LTD,Active,25/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0053,00000053,1000000053,LTD,Dormant,26/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0054,00000054,1000000054,PLC,Administration,27/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0055,00000055,1000000055,LTD,Liquidation,28/08/2025,x,,,,,,,,,,Qualified,Qualified reason for company 55
Z Massive Valid Company 0056,00000056,1000000056,LTD,Active,01/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0057,00000057,1000000057,PLC,Dormant,02/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0058,00000058,1000000058,LTD,Administration,03/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0059,00000059,1000000059,LTD,Liquidation,04/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0060,00000060,1000000060,PLC,Active,05/01/2025,x,,,,,,,,,,Qualified,Qualified reason for company 60
Z Massive Valid Company 0061,00000061,1000000061,LTD,Dormant,06/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0062,00000062,1000000062,LTD,Administration,07/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0063,00000063,1000000063,PLC,Liquidation,08/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0064,00000064,1000000064,LTD,Active,09/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0065,00000065,1000000065,LTD,Dormant,10/06/2025,x,,,,,,,,,,Qualified,Qualified reason for company 65
Z Massive Valid Company 0066,00000066,1000000066,PLC,Administration,11/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0067,00000067,1000000067,LTD,Liquidation,12/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0068,00000068,1000000068,LTD,Active,13/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0069,00000069,1000000069,PLC,Dormant,14/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0070,00000070,1000000070,LTD,Administration,15/11/2025,x,,,,,,,,,,Qualified,Qualified reason for company 70
Z Massive Valid Company 0071,00000071,1000000071,LTD,Liquidation,16/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0072,00000072,1000000072,PLC,Active,17/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0073,00000073,1000000073,LTD,Dormant,18/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0074,00000074,1000000074,LTD,Administration,19/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0075,00000075,1000000075,PLC,Liquidation,20/04/2025,x,,,,,,,,,,Qualified,Qualified reason for company 75
Z Massive Valid Company 0076,00000076,1000000076,LTD,Active,21/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0077,00000077,1000000077,LTD,Dormant,22/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0078,00000078,1000000078,PLC,Administration,23/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0079,00000079,1000000079,LTD,Liquidation,24/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0080,00000080,1000000080,LTD,Active,25/09/2025,x,,,,,,,,,,Qualified,Qualified reason for company 80
Z Massive Valid Company 0081,00000081,1000000081,PLC,Dormant,26/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0082,00000082,1000000082,LTD,Administration,27/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0083,00000083,1000000083,LTD,Liquidation,28/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0084,00000084,1000000084,PLC,Active,01/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0085,00000085,1000000085,LTD,Dormant,02/02/2025,x,,,,,,,,,,Qualified,Qualified reason for company 85
Z Massive Valid Company 0086,00000086,1000000086,LTD,Administration,03/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0087,00000087,1000000087,PLC,Liquidation,04/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0088,00000088,1000000088,LTD,Active,05/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0089,00000089,1000000089,LTD,Dormant,06/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0090,00000090,1000000090,PLC,Administration,07/07/2025,x,,,,,,,,,,Qualified,Qualified reason for company 90
Z Massive Valid Company 0091,00000091,1000000091,LTD,Liquidation,08/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0092,00000092,1000000092,LTD,Active,09/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0093,00000093,1000000093,PLC,Dormant,10/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0094,00000094,1000000094,LTD,Administration,11/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0095,00000095,1000000095,LTD,Liquidation,12/12/2025,x,,,,,,,,,,Qualified,Qualified reason for company 95
Z Massive Valid Company 0096,00000096,1000000096,PLC,Active,13/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0097,00000097,1000000097,LTD,Dormant,14/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0098,00000098,1000000098,LTD,Administration,15/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0099,00000099,1000000099,PLC,Liquidation,16/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0100,00000100,1000000100,LTD,Active,17/05/2025,x,,,,,,,,,,Qualified,Qualified reason for company 100
Z Massive Valid Company 0101,00000101,1000000101,LTD,Dormant,18/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0102,00000102,1000000102,PLC,Administration,19/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0103,00000103,1000000103,LTD,Liquidation,20/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0104,00000104,1000000104,LTD,Active,21/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0105,00000105,1000000105,PLC,Dormant,22/10/2025,x,,,,,,,,,,Qualified,Qualified reason for company 105
Z Massive Valid Company 0106,00000106,1000000106,LTD,Administration,23/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0107,00000107,1000000107,LTD,Liquidation,24/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0108,00000108,1000000108,PLC,Active,25/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0109,00000109,1000000109,LTD,Dormant,26/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0110,00000110,1000000110,LTD,Administration,27/03/2025,x,,,,,,,,,,Qualified,Qualified reason for company 110
Z Massive Valid Company 0111,00000111,1000000111,PLC,Liquidation,28/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0112,00000112,1000000112,LTD,Active,01/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0113,00000113,1000000113,LTD,Dormant,02/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0114,00000114,1000000114,PLC,Administration,03/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0115,00000115,1000000115,LTD,Liquidation,04/08/2025,x,,,,,,,,,,Qualified,Qualified reason for company 115
Z Massive Valid Company 0116,00000116,1000000116,LTD,Active,05/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0117,00000117,1000000117,PLC,Dormant,06/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0118,00000118,1000000118,LTD,Administration,07/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0119,00000119,1000000119,LTD,Liquidation,08/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0120,00000120,1000000120,PLC,Active,09/01/2025,x,,,,,,,,,,Qualified,Qualified reason for company 120
Z Massive Valid Company 0121,00000121,1000000121,LTD,Dormant,10/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0122,00000122,1000000122,LTD,Administration,11/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0123,00000123,1000000123,PLC,Liquidation,12/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0124,00000124,1000000124,LTD,Active,13/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0125,00000125,1000000125,LTD,Dormant,14/06/2025,x,,,,,,,,,,Qualified,Qualified reason for company 125
Z Massive Valid Company 0126,00000126,1000000126,PLC,Administration,15/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0127,00000127,1000000127,LTD,Liquidation,16/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0128,00000128,1000000128,LTD,Active,17/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0129,00000129,1000000129,PLC,Dormant,18/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0130,00000130,1000000130,LTD,Administration,19/11/2025,x,,,,,,,,,,Qualified,Qualified reason for company 130
Z Massive Valid Company 0131,00000131,1000000131,LTD,Liquidation,20/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0132,00000132,1000000132,PLC,Active,21/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0133,00000133,1000000133,LTD,Dormant,22/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0134,00000134,1000000134,LTD,Administration,23/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0135,00000135,1000000135,PLC,Liquidation,24/04/2025,x,,,,,,,,,,Qualified,Qualified reason for company 135
Z Massive Valid Company 0136,00000136,1000000136,LTD,Active,25/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0137,00000137,1000000137,LTD,Dormant,26/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0138,00000138,1000000138,PLC,Administration,27/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0139,00000139,1000000139,LTD,Liquidation,28/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0140,00000140,1000000140,LTD,Active,01/09/2025,x,,,,,,,,,,Qualified,Qualified reason for company 140
Z Massive Valid Company 0141,00000141,1000000141,PLC,Dormant,02/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0142,00000142,1000000142,LTD,Administration,03/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0143,00000143,1000000143,LTD,Liquidation,04/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0144,00000144,1000000144,PLC,Active,05/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0145,00000145,1000000145,LTD,Dormant,06/02/2025,x,,,,,,,,,,Qualified,Qualified reason for company 145
Z Massive Valid Company 0146,00000146,1000000146,LTD,Administration,07/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0147,00000147,1000000147,PLC,Liquidation,08/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0148,00000148,1000000148,LTD,Active,09/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0149,00000149,1000000149,LTD,Dormant,10/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0150,00000150,1000000150,PLC,Administration,11/07/2025,x,,,,,,,,,,Qualified,Qualified reason for company 150
Z Massive Valid Company 0151,00000151,1000000151,LTD,Liquidation,12/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0152,00000152,1000000152,LTD,Active,13/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0153,00000153,1000000153,PLC,Dormant,14/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0154,00000154,1000000154,LTD,Administration,15/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0155,00000155,1000000155,LTD,Liquidation,16/12/2025,x,,,,,,,,,,Qualified,Qualified reason for company 155
Z Massive Valid Company 0156,00000156,1000000156,PLC,Active,17/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0157,00000157,1000000157,LTD,Dormant,18/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0158,00000158,1000000158,LTD,Administration,19/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0159,00000159,1000000159,PLC,Liquidation,20/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0160,00000160,1000000160,LTD,Active,21/05/2025,x,,,,,,,,,,Qualified,Qualified reason for company 160
Z Massive Valid Company 0161,00000161,1000000161,LTD,Dormant,22/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0162,00000162,1000000162,PLC,Administration,23/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0163,00000163,1000000163,LTD,Liquidation,24/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0164,00000164,1000000164,LTD,Active,25/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0165,00000165,1000000165,PLC,Dormant,26/10/2025,x,,,,,,,,,,Qualified,Qualified reason for company 165
Z Massive Valid Company 0166,00000166,1000000166,LTD,Administration,27/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0167,00000167,1000000167,LTD,Liquidation,28/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0168,00000168,1000000168,PLC,Active,01/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0169,00000169,1000000169,LTD,Dormant,02/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0170,00000170,1000000170,LTD,Administration,03/03/2025,x,,,,,,,,,,Qualified,Qualified reason for company 170
Z Massive Valid Company 0171,00000171,1000000171,PLC,Liquidation,04/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0172,00000172,1000000172,LTD,Active,05/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0173,00000173,1000000173,LTD,Dormant,06/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0174,00000174,1000000174,PLC,Administration,07/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0175,00000175,1000000175,LTD,Liquidation,08/08/2025,x,,,,,,,,,,Qualified,Qualified reason for company 175
Z Massive Valid Company 0176,00000176,1000000176,LTD,Active,09/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0177,00000177,1000000177,PLC,Dormant,10/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0178,00000178,1000000178,LTD,Administration,11/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0179,00000179,1000000179,LTD,Liquidation,12/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0180,00000180,1000000180,PLC,Active,13/01/2025,x,,,,,,,,,,Qualified,Qualified reason for company 180
Z Massive Valid Company 0181,00000181,1000000181,LTD,Dormant,14/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0182,00000182,1000000182,LTD,Administration,15/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0183,00000183,1000000183,PLC,Liquidation,16/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0184,00000184,1000000184,LTD,Active,17/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0185,00000185,1000000185,LTD,Dormant,18/06/2025,x,,,,,,,,,,Qualified,Qualified reason for company 185
Z Massive Valid Company 0186,00000186,1000000186,PLC,Administration,19/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0187,00000187,1000000187,LTD,Liquidation,20/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0188,00000188,1000000188,LTD,Active,21/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0189,00000189,1000000189,PLC,Dormant,22/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0190,00000190,1000000190,LTD,Administration,23/11/2025,x,,,,,,,,,,Qualified,Qualified reason for company 190
Z Massive Valid Company 0191,00000191,1000000191,LTD,Liquidation,24/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0192,00000192,1000000192,PLC,Active,25/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0193,00000193,1000000193,LTD,Dormant,26/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0194,00000194,1000000194,LTD,Administration,27/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0195,00000195,1000000195,PLC,Liquidation,28/04/2025,x,,,,,,,,,,Qualified,Qualified reason for company 195
Z Massive Valid Company 0196,00000196,1000000196,LTD,Active,01/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0197,00000197,1000000197,LTD,Dormant,02/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0198,00000198,1000000198,PLC,Administration,03/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0199,00000199,1000000199,LTD,Liquidation,04/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0200,00000200,1000000200,LTD,Active,05/09/2025,x,,,,,,,,,,Qualified,Qualified reason for company 200
Z Massive Valid Company 0201,00000201,1000000201,PLC,Dormant,06/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0202,00000202,1000000202,LTD,Administration,07/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0203,00000203,1000000203,LTD,Liquidation,08/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0204,00000204,1000000204,PLC,Active,09/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0205,00000205,1000000205,LTD,Dormant,10/02/2025,x,,,,,,,,,,Qualified,Qualified reason for company 205
Z Massive Valid Company 0206,00000206,1000000206,LTD,Administration,11/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0207,00000207,1000000207,PLC,Liquidation,12/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0208,00000208,1000000208,LTD,Active,13/05/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0209,00000209,1000000209,LTD,Dormant,14/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0210,00000210,1000000210,PLC,Administration,15/07/2025,x,,,,,,,,,,Qualified,Qualified reason for company 210
Z Massive Valid Company 0211,00000211,1000000211,LTD,Liquidation,16/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0212,00000212,1000000212,LTD,Active,17/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0213,00000213,1000000213,PLC,Dormant,18/10/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0214,00000214,1000000214,LTD,Administration,19/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0215,00000215,1000000215,LTD,Liquidation,20/12/2025,x,,,,,,,,,,Qualified,Qualified reason for company 215
Z Massive Valid Company 0216,00000216,1000000216,PLC,Active,21/01/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0217,00000217,1000000217,LTD,Dormant,22/02/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0218,00000218,1000000218,LTD,Administration,23/03/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0219,00000219,1000000219,PLC,Liquidation,24/04/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0220,00000220,1000000220,LTD,Active,25/05/2025,x,,,,,,,,,,Qualified,Qualified reason for company 220
Z Massive Valid Company 0221,00000221,1000000221,LTD,Dormant,26/06/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0222,00000222,1000000222,PLC,Administration,27/07/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0223,00000223,1000000223,LTD,Liquidation,28/08/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0224,00000224,1000000224,LTD,Active,01/09/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0225,00000225,1000000225,PLC,Dormant,02/10/2025,x,,,,,,,,,,Qualified,Qualified reason for company 225
Z Massive Valid Company 0226,00000226,1000000226,LTD,Administration,03/11/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0227,00000227,1000000227,LTD,Liquidation,04/12/2025,,,,,,,,,,,Unqualified,
Z Massive Valid Company 0228,00000228,1000000228,PLC,Active,05/01/2025,,,,,,,,,,,Unqualified,
